"TIME","GEO","SEX","INDIC_EM","Value"
"2009","Italy","Females","Active population","10 180.3"
"2009","Italy","Females","Growth of active population","-0.3"
"2009","Italy","Females","Activity rate (15 to 64 years)","51.1"
"2009","Italy","Females","Activity rate (15 to 24 years)","23.9"
"2009","Italy","Females","Activity rate (20 to 64 years)","54.6"
"2009","Italy","Females","Activity rate (25 to 54 years)","64.5"
"2009","Italy","Females","Activity rate (55 to 64 years)","26.1"
"2009","Italy","Females","Youth unemployment ratio 15-24","6.9"
"2009","Cyprus","Total","Total population","774.7"
"2009","Cyprus","Total","Population (15 to 64 years)","537.8"
"2009","Cyprus","Total","Active population","404.4"
"2009","Cyprus","Total","Growth of active population","1.8"
"2009","Cyprus","Total","Activity rate (15 to 64 years)","73.0"
"2009","Cyprus","Total","Activity rate (15 to 24 years)","40.4"
"2009","Cyprus","Total","Activity rate (20 to 64 years)","79.6"
"2009","Cyprus","Total","Activity rate (25 to 54 years)","86.3"
"2009","Cyprus","Total","Activity rate (55 to 64 years)","58.2"
"2009","Cyprus","Total","Youth unemployment ratio 15-24","5.6"
"2009","Cyprus","Males","Total population","374.1"
"2009","Cyprus","Males","Population (15 to 64 years)","257.1"
"2009","Cyprus","Males","Active population","216.1"
"2009","Cyprus","Males","Growth of active population","-1.1"
"2009","Cyprus","Males","Activity rate (15 to 64 years)","80.7"
"2009","Cyprus","Males","Activity rate (15 to 24 years)","42.1"
"2009","Cyprus","Males","Activity rate (20 to 64 years)","87.5"
"2009","Cyprus","Males","Activity rate (25 to 54 years)","93.5"
"2009","Cyprus","Males","Activity rate (55 to 64 years)","74.4"
"2009","Cyprus","Males","Youth unemployment ratio 15-24","5.7"
"2009","Cyprus","Females","Total population","400.6"
"2009","Cyprus","Females","Population (15 to 64 years)","280.7"
"2009","Cyprus","Females","Active population","188.3"
"2009","Cyprus","Females","Growth of active population","5.3"
"2009","Cyprus","Females","Activity rate (15 to 64 years)","66.0"
"2009","Cyprus","Females","Activity rate (15 to 24 years)","38.8"
"2009","Cyprus","Females","Activity rate (20 to 64 years)","72.3"
"2009","Cyprus","Females","Activity rate (25 to 54 years)","79.8"
"2009","Cyprus","Females","Activity rate (55 to 64 years)","42.3"
"2009","Cyprus","Females","Youth unemployment ratio 15-24","5.4"
"2009","Latvia","Total","Total population","2 261.3"
"2009","Latvia","Total","Population (15 to 64 years)","1 560.1"
"2009","Latvia","Total","Active population","1 176.1"
"2009","Latvia","Total","Growth of active population","-1.2"
"2009","Latvia","Total","Activity rate (15 to 64 years)","73.9"
"2009","Latvia","Total","Activity rate (15 to 24 years)","41.7"
"2009","Latvia","Total","Activity rate (20 to 64 years)","80.7"
"2009","Latvia","Total","Activity rate (25 to 54 years)","88.5"
"2009","Latvia","Total","Activity rate (55 to 64 years)","61.4"
"2009","Latvia","Total","Youth unemployment ratio 15-24","14.0"
"2009","Latvia","Males","Total population","1 043.1"
"2009","Latvia","Males","Population (15 to 64 years)","756.7"
"2009","Latvia","Males","Active population","592.7"
"2009","Latvia","Males","Growth of active population","-2.3"
"2009","Latvia","Males","Activity rate (15 to 64 years)","77.0"
"2009","Latvia","Males","Activity rate (15 to 24 years)","46.8"
"2009","Latvia","Males","Activity rate (20 to 64 years)","84.2"
"2009","Latvia","Males","Activity rate (25 to 54 years)","91.1"
"2009","Latvia","Males","Activity rate (55 to 64 years)","63.8"
"2009","Latvia","Males","Youth unemployment ratio 15-24","17.6"
"2009","Latvia","Females","Total population","1 218.2"
"2009","Latvia","Females","Population (15 to 64 years)","803.4"
"2009","Latvia","Females","Active population","583.4"
"2009","Latvia","Females","Growth of active population","0.1"
"2009","Latvia","Females","Activity rate (15 to 64 years)","71.0"
"2009","Latvia","Females","Activity rate (15 to 24 years)","36.3"
"2009","Latvia","Females","Activity rate (20 to 64 years)","77.5"
"2009","Latvia","Females","Activity rate (25 to 54 years)","86.1"
"2009","Latvia","Females","Activity rate (55 to 64 years)","59.7"
"2009","Latvia","Females","Youth unemployment ratio 15-24","10.3"
"2009","Lithuania","Total","Total population","3 183.9"
"2009","Lithuania","Total","Population (15 to 64 years)","2 154.4"
"2009","Lithuania","Total","Active population","1 528.2"
"2009","Lithuania","Total","Growth of active population","1.0"
"2009","Lithuania","Total","Activity rate (15 to 64 years)","69.6"
"2009","Lithuania","Total","Activity rate (15 to 24 years)","29.3"
"2009","Lithuania","Total","Activity rate (20 to 64 years)","77.6"
"2009","Lithuania","Total","Activity rate (25 to 54 years)","87.0"
"2009","Lithuania","Total","Activity rate (55 to 64 years)","57.2"
"2009","Lithuania","Total","Youth unemployment ratio 15-24","8.7"
"2009","Lithuania","Males","Total population","1 473.4"
"2009","Lithuania","Males","Population (15 to 64 years)","1 039.5"
"2009","Lithuania","Males","Active population","760.2"
"2009","Lithuania","Males","Growth of active population","-0.4"
"2009","Lithuania","Males","Activity rate (15 to 64 years)","71.7"
"2009","Lithuania","Males","Activity rate (15 to 24 years)","32.7"
"2009","Lithuania","Males","Activity rate (20 to 64 years)","80.4"
"2009","Lithuania","Males","Activity rate (25 to 54 years)","88.0"
"2009","Lithuania","Males","Activity rate (55 to 64 years)","63.3"
"2009","Lithuania","Males","Youth unemployment ratio 15-24","11.4"
"2009","Lithuania","Females","Total population","1 710.5"
"2009","Lithuania","Females","Population (15 to 64 years)","1 114.9"
"2009","Lithuania","Females","Active population","768.2"
"2009","Lithuania","Females","Growth of active population","2.5"
"2009","Lithuania","Females","Activity rate (15 to 64 years)","67.6"
"2009","Lithuania","Females","Activity rate (15 to 24 years)","25.9"
"2009","Lithuania","Females","Activity rate (20 to 64 years)","75.0"
"2009","Lithuania","Females","Activity rate (25 to 54 years)","86.0"
"2009","Lithuania","Females","Activity rate (55 to 64 years)","52.4"
"2009","Lithuania","Females","Youth unemployment ratio 15-24","5.8"
"2009","Luxembourg","Total","Total population","481.3"
"2009","Luxembourg","Total","Population (15 to 64 years)","329.6"
"2009","Luxembourg","Total","Active population","228.9"
"2009","Luxembourg","Total","Growth of active population","6.6"
"2009","Luxembourg","Total","Activity rate (15 to 64 years)","68.7"
"2009","Luxembourg","Total","Activity rate (15 to 24 years)","32.3"
"2009","Luxembourg","Total","Activity rate (20 to 64 years)","74.0"
"2009","Luxembourg","Total","Activity rate (25 to 54 years)","84.8"
"2009","Luxembourg","Total","Activity rate (55 to 64 years)","39.4"
"2009","Luxembourg","Total","Youth unemployment ratio 15-24","5.5"
"2009","Luxembourg","Males","Total population","239.9"
"2009","Luxembourg","Males","Population (15 to 64 years)","167.1"
"2009","Luxembourg","Males","Active population","130.1"
"2009","Luxembourg","Males","Growth of active population","6.2"
"2009","Luxembourg","Males","Activity rate (15 to 64 years)","76.6"
"2009","Luxembourg","Males","Activity rate (15 to 24 years)","34.9"
"2009","Luxembourg","Males","Activity rate (20 to 64 years)","82.4"
"2009","Luxembourg","Males","Activity rate (25 to 54 years)","94.1"
"2009","Luxembourg","Males","Activity rate (55 to 64 years)","47.7"
"2009","Luxembourg","Males","Youth unemployment ratio 15-24","5.8"
"2009","Luxembourg","Females","Total population","241.4"
"2009","Luxembourg","Females","Population (15 to 64 years)","162.5"
"2009","Luxembourg","Females","Active population","99.1"
"2009","Luxembourg","Females","Growth of active population","7.0"
"2009","Luxembourg","Females","Activity rate (15 to 64 years)","60.7"
"2009","Luxembourg","Females","Activity rate (15 to 24 years)","29.5"
"2009","Luxembourg","Females","Activity rate (20 to 64 years)","65.3"
"2009","Luxembourg","Females","Activity rate (25 to 54 years)","75.3"
"2009","Luxembourg","Females","Activity rate (55 to 64 years)","30.6"
"2009","Luxembourg","Females","Youth unemployment ratio 15-24","5.2"
"2009","Hungary","Total","Total population","9 866.7"
"2009","Hungary","Total","Population (15 to 64 years)","6 770.9"
"2009","Hungary","Total","Active population","4 202.6"
"2009","Hungary","Total","Growth of active population","-0.2"
"2009","Hungary","Total","Activity rate (15 to 64 years)","61.6"
"2009","Hungary","Total","Activity rate (15 to 24 years)","24.6"
"2009","Hungary","Total","Activity rate (20 to 64 years)","67.1"
"2009","Hungary","Total","Activity rate (25 to 54 years)","80.2"
"2009","Hungary","Total","Activity rate (55 to 64 years)","35.0"
"2009","Hungary","Total","Youth unemployment ratio 15-24","6.5"
"2009","Hungary","Males","Total population","4 671.1"
"2009","Hungary","Males","Population (15 to 64 years)","3 315.7"
"2009","Hungary","Males","Active population","2 278.1"
"2009","Hungary","Males","Growth of active population","-0.3"
"2009","Hungary","Males","Activity rate (15 to 64 years)","68.2"
"2009","Hungary","Males","Activity rate (15 to 24 years)","27.7"
"2009","Hungary","Males","Activity rate (20 to 64 years)","74.5"
"2009","Hungary","Males","Activity rate (25 to 54 years)","86.9"
"2009","Hungary","Males","Activity rate (55 to 64 years)","42.6"
"2009","Hungary","Males","Youth unemployment ratio 15-24","7.8"
"2009","Hungary","Females","Total population","5 195.6"
"2009","Hungary","Females","Population (15 to 64 years)","3 455.3"
"2009","Hungary","Females","Active population","1 924.0"
"2009","Hungary","Females","Growth of active population","0.0"
"2009","Hungary","Females","Activity rate (15 to 64 years)","55.3"
"2009","Hungary","Females","Activity rate (15 to 24 years)","21.5"
"2009","Hungary","Females","Activity rate (20 to 64 years)","60.1"
"2009","Hungary","Females","Activity rate (25 to 54 years)","73.6"
"2009","Hungary","Females","Activity rate (55 to 64 years)","28.8"
"2009","Hungary","Females","Youth unemployment ratio 15-24","5.2"
"2009","Malta","Total","Total population","413.8"
"2009","Malta","Total","Population (15 to 64 years)","289.8"
"2009","Malta","Total","Active population","172.9"
"2009","Malta","Total","Growth of active population","1.0"
"2009","Malta","Total","Activity rate (15 to 64 years)","59.1"
"2009","Malta","Total","Activity rate (15 to 24 years)","51.4"
"2009","Malta","Total","Activity rate (20 to 64 years)","62.5"
"2009","Malta","Total","Activity rate (25 to 54 years)","71.8"
"2009","Malta","Total","Activity rate (55 to 64 years)","29.5"
"2009","Malta","Total","Youth unemployment ratio 15-24","7.4"
"2009","Malta","Males","Total population","206.4"
"2009","Malta","Males","Population (15 to 64 years)","147.9"
"2009","Malta","Males","Active population","114.6"
"2009","Malta","Males","Growth of active population","0.6"
"2009","Malta","Males","Activity rate (15 to 64 years)","76.7"
"2009","Malta","Males","Activity rate (15 to 24 years)","55.0"
"2009","Malta","Males","Activity rate (20 to 64 years)","81.8"
"2009","Malta","Males","Activity rate (25 to 54 years)","93.7"
"2009","Malta","Males","Activity rate (55 to 64 years)","47.6"
"2009","Malta","Males","Youth unemployment ratio 15-24","8.7"
"2009","Malta","Females","Total population","207.4"
"2009","Malta","Females","Population (15 to 64 years)","141.9"
"2009","Malta","Females","Active population","58.1"
"2009","Malta","Females","Growth of active population","1.8"
"2009","Malta","Females","Activity rate (15 to 64 years)","40.8"
"2009","Malta","Females","Activity rate (15 to 24 years)","47.4"
"2009","Malta","Females","Activity rate (20 to 64 years)","42.5"
"2009","Malta","Females","Activity rate (25 to 54 years)","48.8"
"2009","Malta","Females","Activity rate (55 to 64 years)","11.9"
"2009","Malta","Females","Youth unemployment ratio 15-24","5.9"
"2009","Netherlands","Total","Total population","16 223.0"
"2009","Netherlands","Total","Population (15 to 64 years)","10 969.7"
"2009","Netherlands","Total","Active population","8 922.8"
"2009","Netherlands","Total","Growth of active population","0.4"
"2009","Netherlands","Total","Activity rate (15 to 64 years)","79.7"
"2009","Netherlands","Total","Activity rate (15 to 24 years)","72.8"
"2009","Netherlands","Total","Activity rate (20 to 64 years)","81.3"
"2009","Netherlands","Total","Activity rate (25 to 54 years)","88.8"
"2009","Netherlands","Total","Activity rate (55 to 64 years)","56.8"
"2009","Netherlands","Total","Youth unemployment ratio 15-24","4.8"
"2009","Netherlands","Males","Total population","8 042.5"
"2009","Netherlands","Males","Population (15 to 64 years)","5 511.6"
"2009","Netherlands","Males","Active population","4 823.6"
"2009","Netherlands","Males","Growth of active population","-0.1"
"2009","Netherlands","Males","Activity rate (15 to 64 years)","85.3"
"2009","Netherlands","Males","Activity rate (15 to 24 years)","72.7"
"2009","Netherlands","Males","Activity rate (20 to 64 years)","87.5"
"2009","Netherlands","Males","Activity rate (25 to 54 years)","94.4"
"2009","Netherlands","Males","Activity rate (55 to 64 years)","67.6"
"2009","Netherlands","Males","Youth unemployment ratio 15-24","5.2"
"2009","Netherlands","Females","Total population","8 180.5"
"2009","Netherlands","Females","Population (15 to 64 years)","5 458.1"
"2009","Netherlands","Females","Active population","4 099.5"
"2009","Netherlands","Females","Growth of active population","1.1"
"2009","Netherlands","Females","Activity rate (15 to 64 years)","74.1"
"2009","Netherlands","Females","Activity rate (15 to 24 years)","72.9"
"2009","Netherlands","Females","Activity rate (20 to 64 years)","75.0"
"2009","Netherlands","Females","Activity rate (25 to 54 years)","83.0"
"2009","Netherlands","Females","Activity rate (55 to 64 years)","46.0"
"2009","Netherlands","Females","Youth unemployment ratio 15-24","4.5"
"2009","Austria","Total","Total population","8 238.4"
"2009","Austria","Total","Population (15 to 64 years)","5 588.2"
