,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
17961,1775,1775.0,6.54,36,debt_consolidation,19.77%,OH,RENT,3333.33,727.0,11.0,2038.0,0.0,< 1 year
64307,10000,10000.0,12.12,36,home_improvement,18.81%,NY,MORTGAGE,3250.0,697.0,10.0,19354.0,0.0,10+ years
37291,14400,14375.0,12.69,60,debt_consolidation,16.06%,GA,RENT,6250.0,732.0,6.0,28675.0,1.0,7 years
28276,16000,13150.0,8.49,36,credit_card,10.30%,FL,RENT,5416.67,737.0,15.0,15119.0,0.0,6 years
9762,10000,9975.0,13.48,36,debt_consolidation,14.57%,NV,MORTGAGE,6307.42,682.0,11.0,18823.0,0.0,10+ years
16996,3000,2950.0,5.79,36,small_business,8.49%,CO,RENT,5416.67,747.0,13.0,10380.0,1.0,1 year
47673,20000,20000.0,7.9,36,debt_consolidation,20.95%,CA,RENT,4333.33,752.0,9.0,13169.0,1.0,10+ years
95606,6000,6000.0,15.8,36,debt_consolidation,21%,WI,RENT,2176.67,687.0,13.0,4356.0,1.0,2 years
40351,7050,7050.0,13.49,36,debt_consolidation,14.05%,PA,MORTGAGE,5624.0,682.0,6.0,2530.0,3.0,4 years
70321,11325,11325.0,12.12,36,other,8.61%,TX,RENT,2833.33,727.0,3.0,9137.0,0.0,10+ years
62797,2000,2000.0,16.29,36,home_improvement,30.58%,OH,MORTGAGE,4166.67,672.0,9.0,3313.0,1.0,2 years
1760,11000,6557.05,12.53,36,other,1.62%,CA,RENT,6667.0,692.0,7.0,4526.0,0.0,10+ years
95560,10000,10000.0,14.33,36,debt_consolidation,23.56%,WA,RENT,2750.0,702.0,4.0,14317.0,0.0,2 years
101158,15000,15000.0,16.29,36,credit_card,10.67%,CA,RENT,5000.0,667.0,14.0,13611.0,0.0,4 years
38040,23000,22975.0,18.64,60,debt_consolidation,21.17%,GA,RENT,5166.67,692.0,13.0,23773.0,0.0,6 years
89677,10000,10000.0,15.31,36,credit_card,26.03%,WA,MORTGAGE,5416.67,677.0,12.0,7161.0,3.0,n/a
15949,4000,4000.0,12.23,60,other,2.63%,CO,MORTGAGE,9417.0,707.0,5.0,13865.0,0.0,5 years
23710,13000,12909.48,10.74,36,debt_consolidation,19.25%,CA,RENT,3200.0,717.0,7.0,28032.0,1.0,< 1 year
10,5000,525.0,9.33,36,home_improvement,11.93%,WI,MORTGAGE,15000.0,717.0,16.0,60568.0,1.0,2 years
38028,6400,6400.0,7.51,36,major_purchase,9.58%,IL,RENT,6400.0,737.0,11.0,12306.0,1.0,< 1 year
49038,3825,3800.0,7.9,36,small_business,3.72%,NY,RENT,3333.33,747.0,3.0,5106.0,0.0,5 years
56804,8000,8000.0,17.99,36,debt_consolidation,3.96%,FL,RENT,7750.0,662.0,9.0,8080.0,1.0,5 years
41014,8000,7975.0,17.27,36,debt_consolidation,8.60%,FL,MORTGAGE,1833.33,667.0,7.0,2963.0,1.0,3 years
84840,6000,6000.0,15.31,36,debt_consolidation,6.26%,NJ,RENT,11833.33,662.0,21.0,21567.0,0.0,5 years
35260,2500,2500.0,8.9,36,other,22.49%,MO,RENT,2583.33,717.0,7.0,5883.0,3.0,2 years
85721,10000,10000.0,13.11,36,debt_consolidation,18.72%,CO,RENT,4625.0,687.0,13.0,7411.0,0.0,2 years
46870,14600,14600.0,9.76,36,credit_card,29.51%,FL,OWN,2500.0,732.0,14.0,23616.0,1.0,2 years
16032,24000,23800.0,21.14,60,other,12.92%,MI,RENT,9166.67,662.0,7.0,4324.0,0.0,10+ years
100985,2200,2200.0,7.9,36,major_purchase,8.16%,WA,MORTGAGE,5500.0,772.0,8.0,2927.0,0.0,3 years
84917,10000,10000.0,13.11,36,debt_consolidation,18.96%,CA,RENT,8744.26,682.0,16.0,27086.0,0.0,< 1 year
57190,5000,5000.0,9.76,36,credit_card,28.28%,NC,MORTGAGE,4583.33,697.0,15.0,38092.0,0.0,10+ years
38205,12300,12300.0,7.51,36,debt_consolidation,22.29%,FL,RENT,3750.0,737.0,6.0,27282.0,1.0,7 years
5794,2500,2500.0,13.22,36,debt_consolidation,15.60%,CA,MORTGAGE,3166.67,692.0,10.0,3777.0,2.0,< 1 year
8628,15000,14825.0,12.73,36,other,16.89%,PA,MORTGAGE,6691.67,702.0,14.0,14488.0,3.0,3 years
46021,1000,1000.0,10.74,36,debt_consolidation,9%,UT,RENT,1100.0,717.0,5.0,1314.0,0.0,2 years
33641,18000,17975.0,11.71,36,debt_consolidation,10.34%,AZ,RENT,3540.0,702.0,8.0,14960.0,0.0,< 1 year
93511,5000,5000.0,15.8,36,debt_consolidation,17.61%,CA,RENT,4583.33,702.0,4.0,4164.0,2.0,7 years
15634,6000,5956.31,9.99,36,debt_consolidation,17.86%,CO,MORTGAGE,4980.0,687.0,10.0,15280.0,1.0,n/a
22510,2500,2500.0,10.37,36,debt_consolidation,24.30%,NJ,RENT,2000.0,707.0,10.0,1523.0,0.0,2 years
80484,6000,6000.0,10.16,36,home_improvement,6.56%,NC,MORTGAGE,2333.33,712.0,6.0,440.0,3.0,8 years
325,7000,5525.0,7.75,36,debt_consolidation,10.37%,NV,RENT,4158.0,767.0,13.0,6634.0,0.0,8 years
23743,4200,4200.0,13.06,36,major_purchase,13.82%,NJ,MORTGAGE,6500.0,682.0,14.0,23653.0,1.0,10+ years
59901,12500,12500.0,14.09,36,debt_consolidation,21.50%,TX,OWN,2083.33,687.0,9.0,11967.0,0.0,6 years
10326,15400,9458.33,16.32,60,house,15.17%,VA,RENT,6500.0,697.0,11.0,9989.0,1.0,4 years
92989,30000,30000.0,17.77,36,other,9.41%,MN,RENT,10192.0,712.0,12.0,24188.0,0.0,< 1 year
98277,20700,20700.0,16.29,60,debt_consolidation,32.95%,CA,RENT,6250.0,722.0,20.0,22277.0,1.0,7 years
54017,7000,7000.0,13.11,36,medical,22.36%,IL,MORTGAGE,5833.33,687.0,7.0,28985.0,1.0,5 years
45793,8000,8000.0,7.9,36,medical,8.91%,NY,RENT,3166.67,757.0,4.0,680.0,0.0,6 years
53635,18000,18000.0,20.99,60,credit_card,11.63%,CA,RENT,9051.83,672.0,5.0,32394.0,2.0,4 years
34440,12000,12000.0,6.62,36,debt_consolidation,4.73%,WA,MORTGAGE,7083.33,747.0,9.0,6578.0,1.0,10+ years
43487,5500,5500.0,12.69,36,credit_card,19.33%,VA,RENT,1800.0,672.0,6.0,12567.0,0.0,4 years
25993,18000,17975.0,10.99,60,debt_consolidation,15.35%,CA,RENT,5666.67,752.0,12.0,1372.0,0.0,2 years
37383,5400,5400.0,16.29,36,medical,20.03%,GA,RENT,2666.67,662.0,9.0,11114.0,1.0,1 year
74054,18000,18000.0,12.12,60,debt_consolidation,19.16%,VA,MORTGAGE,7583.33,732.0,14.0,26622.0,0.0,3 years
49539,3000,3000.0,10.74,36,other,15.55%,DE,RENT,2000.0,707.0,5.0,1750.0,1.0,2 years
61152,21000,21000.0,7.62,36,debt_consolidation,6.84%,IL,MORTGAGE,5333.33,777.0,7.0,19178.0,0.0,7 years
61151,8000,8000.0,17.77,36,credit_card,34.56%,IL,RENT,3291.67,727.0,26.0,18518.0,0.0,2 years
103989,1750,1750.0,7.88,36,debt_consolidation,23.35%,VA,MORTGAGE,2000.0,737.0,13.0,13826.0,5.0,10+ years
988,7500,214.02,8.0,36,other,7.17%,KS,MORTGAGE,3750.0,797.0,14.0,9409.0,1.0,7 years
47060,9500,9500.0,14.65,36,debt_consolidation,8.82%,CA,RENT,5416.67,687.0,4.0,7831.0,0.0,1 year
71136,14500,14500.0,14.09,36,debt_consolidation,27.78%,MI,MORTGAGE,6250.0,707.0,9.0,46129.0,0.0,10+ years
58346,4800,4800.0,19.99,36,debt_consolidation,20.44%,NM,MORTGAGE,2500.0,662.0,4.0,21514.0,1.0,n/a
30210,3800,3800.0,6.99,36,credit_card,3.18%,NY,RENT,3583.33,742.0,9.0,3766.0,0.0,4 years
101065,20675,20675.0,17.27,60,debt_consolidation,13.30%,MD,RENT,3916.67,712.0,5.0,2449.0,0.0,1 year
101515,3500,225.0,10.28,36,other,10%,NY,RENT,15000.0,687.0,,,,< 1 year
101340,27050,27050.0,19.05,60,debt_consolidation,12.89%,MI,MORTGAGE,5083.33,692.0,8.0,15793.0,0.0,6 years
7167,8000,7850.0,15.33,36,debt_consolidation,16.04%,FL,MORTGAGE,6416.67,677.0,8.0,25573.0,3.0,6 years
39602,5300,5300.0,15.27,36,credit_card,24.88%,CT,RENT,2500.0,662.0,11.0,7855.0,2.0,1 year
85090,5000,5000.0,7.9,36,debt_consolidation,12.85%,PA,OWN,6666.67,732.0,18.0,9597.0,2.0,3 years
90356,15500,15500.0,8.9,36,home_improvement,16.36%,PA,RENT,9000.0,702.0,8.0,4097.0,4.0,10+ years
26354,11200,11200.0,7.91,36,debt_consolidation,13.07%,GA,MORTGAGE,8500.0,722.0,9.0,5439.0,1.0,3 years
100217,16000,16000.0,23.76,60,credit_card,27.06%,TX,RENT,5416.67,667.0,18.0,24610.0,3.0,1 year
83773,21850,21850.0,15.8,36,credit_card,26.29%,NJ,RENT,10000.0,692.0,20.0,43173.0,1.0,4 years
46350,2400,2375.0,8.9,36,debt_consolidation,11.23%,NC,RENT,2333.33,707.0,8.0,2075.0,0.0,4 years
23644,2700,2700.0,5.79,36,debt_consolidation,19.81%,OH,MORTGAGE,3958.33,752.0,14.0,13159.0,1.0,8 years
33138,30100,30100.0,19.42,60,home_improvement,3.31%,DC,MORTGAGE,8333.33,707.0,15.0,3737.0,3.0,6 years
60512,20000,20000.0,14.33,60,debt_consolidation,15.68%,CA,RENT,7083.33,722.0,8.0,17270.0,0.0,5 years
48836,6000,6000.0,6.62,36,house,16.03%,FL,RENT,4166.67,807.0,5.0,79.0,0.0,1 year
45033,2000,2000.0,14.65,36,debt_consolidation,16.66%,CA,OWN,2083.33,687.0,5.0,2566.0,1.0,5 years
1269,3200,766.09,12.86,36,other,14.77%,PA,RENT,2824.0,672.0,6.0,3318.0,1.0,7 years
29200,18000,17950.0,13.49,60,debt_consolidation,28.35%,MD,MORTGAGE,13333.33,742.0,23.0,39592.0,0.0,< 1 year
33736,15000,15000.0,15.27,36,small_business,7.85%,NJ,RENT,15416.67,682.0,17.0,8962.0,1.0,6 years
24516,5000,5000.0,11.99,60,major_purchase,14.85%,TX,RENT,4167.0,727.0,10.0,3489.0,3.0,2 years
53112,7500,7500.0,13.67,36,credit_card,15.97%,WV,RENT,4833.33,702.0,8.0,3908.0,2.0,5 years
57593,16000,16000.0,17.99,36,debt_consolidation,5.64%,CA,RENT,7415.83,667.0,10.0,21686.0,3.0,10+ years
37095,20000,20000.0,7.9,36,small_business,21.42%,TX,MORTGAGE,5000.0,757.0,6.0,6264.0,1.0,7 years
89600,24000,24000.0,15.8,60,debt_consolidation,16.73%,NC,MORTGAGE,7500.0,667.0,10.0,24126.0,0.0,7 years
14080,25000,24925.0,15.95,36,credit_card,17.95%,MD,RENT,7983.33,687.0,14.0,28330.0,0.0,2 years
39481,3000,3000.0,6.03,36,other,5.50%,VA,RENT,4166.67,752.0,7.0,9616.0,0.0,5 years
6717,8000,7875.0,11.48,36,other,15.10%,FL,OWN,3833.33,737.0,4.0,13415.0,0.0,6 years
27671,13000,13000.0,10.99,60,home_improvement,21.70%,GA,MORTGAGE,6517.0,742.0,14.0,4663.0,0.0,3 years
55501,8000,8000.0,6.03,36,debt_consolidation,4.51%,OR,MORTGAGE,3500.0,817.0,9.0,6737.0,0.0,10+ years
56361,10000,10000.0,12.12,36,home_improvement,31.46%,NY,MORTGAGE,5000.0,697.0,16.0,18921.0,0.0,6 years
5166,20000,19925.0,12.53,36,other,3.65%,AZ,MORTGAGE,5200.0,782.0,3.0,9231.0,0.0,7 years
87150,21700,21700.0,15.31,36,credit_card,13.93%,CA,MORTGAGE,5147.17,697.0,6.0,8795.0,2.0,n/a
29016,2500,2500.0,11.99,36,debt_consolidation,9.98%,RI,RENT,6250.0,682.0,10.0,11131.0,3.0,10+ years
103215,10000,9869.17,14.96,36,debt_consolidation,17.79%,MA,RENT,3750.0,672.0,16.0,7201.0,4.0,4 years
43612,17000,17000.0,7.9,36,car,27.41%,CA,RENT,3083.33,737.0,12.0,16756.0,0.0,10+ years
38534,10000,10000.0,6.62,36,debt_consolidation,24.24%,IL,RENT,3750.0,767.0,9.0,1623.0,0.0,2 years
46458,14100,14100.0,18.55,36,debt_consolidation,22.70%,AL,OWN,3000.0,667.0,7.0,12114.0,1.0,10+ years
99787,26500,26500.0,20.49,60,credit_card,30.36%,MO,MORTGAGE,5000.0,692.0,14.0,10350.0,0.0,5 years
87571,12000,12000.0,12.12,36,debt_consolidation,9.70%,CA,MORTGAGE,11166.67,712.0,11.0,19643.0,1.0,3 years
102444,2200,-0.01,13.87,36,credit_card,10.35%,NJ,RENT,3333.33,642.0,10.0,11606.0,1.0,3 years
67421,7200,7200.0,7.62,36,car,7.97%,CA,RENT,8333.33,732.0,12.0,25430.0,0.0,6 years
1076,6500,1196.59,8.32,36,debt_consolidation,5.43%,PA,MORTGAGE,3333.0,742.0,9.0,9830.0,5.0,10+ years
75473,19750,19750.0,17.27,60,debt_consolidation,13.39%,NY,MORTGAGE,6737.5,712.0,14.0,19070.0,3.0,4 years
22134,21000,20975.0,14.91,60,debt_consolidation,9.64%,CA,RENT,3476.8,727.0,10.0,0.0,1.0,4 years
46017,3500,3500.0,15.81,36,debt_consolidation,13.14%,AR,MORTGAGE,18333.33,667.0,8.0,11107.0,2.0,7 years
26369,2650,2650.0,7.49,36,debt_consolidation,21.11%,WV,OWN,1482.92,727.0,15.0,1808.0,2.0,4 years
52860,15000,15000.0,13.11,36,credit_card,19.36%,CA,OWN,5000.0,697.0,10.0,16618.0,0.0,10+ years
101246,4800,4800.0,14.33,36,credit_card,18.91%,IL,MORTGAGE,5833.33,697.0,13.0,29287.0,1.0,5 years
53054,12000,12000.0,17.99,36,debt_consolidation,17.37%,CT,MORTGAGE,3666.67,672.0,10.0,7393.0,0.0,7 years
66184,6000,6000.0,6.62,36,debt_consolidation,3.88%,NH,MORTGAGE,5000.0,762.0,5.0,4242.0,0.0,1 year
34351,12000,12000.0,7.9,60,debt_consolidation,1.88%,DE,MORTGAGE,6666.67,792.0,6.0,3364.0,0.0,6 years
68999,1550,1550.0,12.12,36,other,11.21%,CA,RENT,5083.33,682.0,9.0,5755.0,0.0,6 years
91334,35000,35000.0,15.31,36,debt_consolidation,19.59%,PA,MORTGAGE,7500.0,697.0,11.0,29953.0,2.0,1 year
7183,3000,3000.0,7.14,36,debt_consolidation,12.85%,PA,RENT,4916.67,732.0,8.0,3210.0,0.0,5 years
9928,15000,14775.0,10.25,36,credit_card,5.72%,CA,MORTGAGE,9166.67,722.0,13.0,14887.0,0.0,5 years
90912,14400,14400.0,18.49,36,credit_card,33.23%,FL,RENT,5166.67,667.0,14.0,11089.0,2.0,4 years
7565,12000,12000.0,9.88,36,educational,5.16%,OH,MORTGAGE,3333.33,757.0,7.0,1117.0,3.0,3 years
44547,20000,19975.0,19.99,36,debt_consolidation,6.81%,NY,RENT,5500.0,662.0,11.0,9028.0,1.0,3 years
19636,11700,11650.0,7.66,36,debt_consolidation,12.13%,MO,MORTGAGE,4583.33,747.0,13.0,26769.0,1.0,10+ years
89378,7750,7750.0,13.11,36,credit_card,27.28%,TX,MORTGAGE,4208.33,662.0,14.0,11840.0,0.0,2 years
35796,12000,12000.0,19.91,60,debt_consolidation,11.73%,GA,RENT,3000.0,662.0,10.0,10828.0,0.0,4 years
15164,6000,5750.0,7.14,36,debt_consolidation,8.91%,CT,MORTGAGE,4500.0,762.0,10.0,4561.0,1.0,10+ years
48980,5000,5000.0,7.9,36,home_improvement,27.06%,LA,MORTGAGE,3333.33,722.0,16.0,11746.0,0.0,8 years
79282,6000,6000.0,16.29,36,credit_card,20.96%,TX,MORTGAGE,4183.33,667.0,10.0,7335.0,1.0,4 years
15704,25000,15925.0,10.36,60,debt_consolidation,11.22%,NJ,RENT,7916.67,757.0,6.0,36534.0,1.0,2 years
52129,23000,23000.0,7.62,36,car,6.51%,CA,MORTGAGE,25000.0,812.0,10.0,227.0,0.0,10+ years
75471,10000,10000.0,13.11,36,debt_consolidation,9.14%,OH,MORTGAGE,5416.67,702.0,6.0,8119.0,1.0,7 years
11953,4800,4800.0,7.88,60,major_purchase,7.88%,CA,MORTGAGE,1600.0,767.0,6.0,4191.0,1.0,n/a
77074,20500,20500.0,12.12,36,credit_card,30.95%,NV,MORTGAGE,4333.33,707.0,14.0,33294.0,0.0,10+ years
23829,21000,20950.0,18.79,60,debt_consolidation,20.31%,FL,MORTGAGE,6750.0,692.0,14.0,24763.0,0.0,< 1 year
33557,7500,7500.0,7.9,36,major_purchase,11.79%,MD,OWN,2916.67,822.0,2.0,349.0,0.0,1 year
20782,16800,16800.0,16.4,36,debt_consolidation,7.02%,MO,MORTGAGE,6666.67,677.0,8.0,16211.0,1.0,< 1 year
476,10000,8851.08,11.66,36,debt_consolidation,8.40%,CA,MORTGAGE,4133.33,687.0,6.0,11735.0,2.0,10+ years
25849,12000,12000.0,16.49,60,small_business,18.63%,NY,RENT,4000.0,687.0,9.0,11376.0,0.0,10+ years
51979,17900,17900.0,18.25,60,debt_consolidation,7.36%,TX,RENT,5000.0,707.0,7.0,10217.0,0.0,10+ years
102637,24000,9675.0,17.15,36,debt_consolidation,12.70%,FL,RENT,18483.0,672.0,14.0,40099.0,6.0,5 years
66528,9600,9600.0,14.33,36,debt_consolidation,20.69%,MO,MORTGAGE,2750.0,672.0,16.0,11518.0,0.0,10+ years
20309,8000,8000.0,12.68,60,credit_card,18.78%,VT,MORTGAGE,11583.33,702.0,13.0,86700.0,0.0,10+ years
22312,9000,9000.0,13.43,36,major_purchase,19.45%,NJ,OWN,6750.0,692.0,7.0,26588.0,1.0,4 years
32340,10000,10000.0,14.65,36,major_purchase,19.25%,OH,MORTGAGE,8083.33,677.0,14.0,9246.0,1.0,10+ years
51429,8000,8000.0,16.29,36,debt_consolidation,9.75%,TX,RENT,5250.0,667.0,14.0,6035.0,1.0,5 years
11819,12000,12000.0,16.32,60,major_purchase,9.74%,TX,RENT,5000.0,682.0,9.0,6852.0,1.0,3 years
95994,20000,19950.0,11.14,36,debt_consolidation,17.37%,NH,MORTGAGE,6650.0,717.0,9.0,19955.0,1.0,10+ years
103708,4800,4800.0,7.88,36,debt_consolidation,23.95%,FL,MORTGAGE,3750.0,712.0,19.0,114509.0,0.0,n/a
41417,28000,27950.0,19.42,60,debt_consolidation,4.56%,VA,MORTGAGE,10813.17,687.0,8.0,9397.0,3.0,10+ years
77733,10000,10000.0,11.14,36,home_improvement,8.80%,NC,OWN,4000.0,707.0,17.0,10750.0,0.0,5 years
80219,7300,7300.0,6.62,36,credit_card,20.11%,GA,MORTGAGE,3416.67,732.0,14.0,23030.0,0.0,4 years
41948,8450,8450.0,7.9,36,debt_consolidation,10.93%,PA,RENT,3000.0,732.0,6.0,7603.0,1.0,3 years
65978,20000,20000.0,21.98,60,home_improvement,17.08%,TX,MORTGAGE,5000.0,677.0,5.0,19780.0,1.0,2 years
69027,16000,16000.0,21.98,60,home_improvement,10.99%,IL,MORTGAGE,3466.67,667.0,8.0,13797.0,1.0,7 years
42567,30000,29950.0,17.27,36,debt_consolidation,12.29%,TX,RENT,10000.0,697.0,17.0,18680.0,0.0,3 years
29901,12000,11530.58,15.23,60,credit_card,20.18%,WA,MORTGAGE,4166.67,702.0,10.0,18559.0,1.0,7 years
6521,24500,24450.0,11.83,36,house,13.42%,NY,OWN,12500.0,812.0,10.0,346.0,0.0,10+ years
101612,3000,2275.0,13.75,36,educational,2.38%,FL,OWN,588.5,642.0,4.0,469.0,0.0,8 years
78680,8000,8000.0,15.31,36,other,18.62%,CO,OWN,3083.33,682.0,14.0,1669.0,2.0,4 years
5923,17000,16786.31,8.94,36,vacation,2.19%,CA,MORTGAGE,10000.0,777.0,15.0,63646.0,1.0,< 1 year
35870,4200,4200.0,11.71,36,debt_consolidation,15.97%,IL,RENT,6041.67,682.0,11.0,5913.0,0.0,8 years
32893,1400,1400.0,14.27,36,medical,3.05%,OR,RENT,2750.0,682.0,3.0,1276.0,0.0,1 year
59277,2500,2500.0,14.65,36,debt_consolidation,23.58%,FL,OWN,5130.42,672.0,13.0,5942.0,2.0,4 years
48342,12000,12000.0,15.31,36,debt_consolidation,18.24%,TX,MORTGAGE,3333.33,677.0,12.0,6209.0,1.0,7 years
33055,2200,2200.0,11.71,36,home_improvement,1.02%,NY,MORTGAGE,7167.92,727.0,4.0,2639.0,0.0,3 years
93780,35000,35000.0,16.29,36,debt_consolidation,19.92%,FL,MORTGAGE,14166.67,662.0,12.0,216561.0,1.0,10+ years
84644,12000,12000.0,14.09,36,debt_consolidation,10.21%,NY,MORTGAGE,20833.33,697.0,17.0,23800.0,2.0,4 years
50596,9600,9575.0,13.99,36,other,13.94%,MN,RENT,3206.67,672.0,10.0,9824.0,0.0,9 years
93374,16500,16500.0,6.03,36,debt_consolidation,22.65%,CA,MORTGAGE,5416.67,817.0,17.0,14835.0,0.0,10+ years
10819,15000,14450.0,11.86,60,debt_consolidation,16.38%,MA,MORTGAGE,6166.67,732.0,6.0,42971.0,0.0,10+ years
27369,1500,1500.0,11.49,36,other,15.90%,CA,MORTGAGE,5555.08,687.0,16.0,21774.0,2.0,10+ years
89755,4000,4000.0,12.12,36,debt_consolidation,25.95%,WI,MORTGAGE,3333.33,707.0,8.0,24937.0,0.0,1 year
13183,4325,4250.0,10.75,36,other,17.77%,GA,RENT,4400.0,707.0,7.0,3365.0,0.0,2 years
16900,3600,3575.0,6.91,36,debt_consolidation,19.07%,CO,RENT,1500.0,717.0,7.0,4298.0,0.0,< 1 year
88332,28000,28000.0,7.62,36,debt_consolidation,19.21%,OH,MORTGAGE,14166.67,732.0,10.0,49026.0,0.0,10+ years
49292,15000,15000.0,13.11,36,credit_card,18.73%,CA,RENT,4000.0,697.0,7.0,15055.0,0.0,2 years
65245,5000,5000.0,15.31,36,wedding,10.28%,CA,RENT,1916.67,662.0,8.0,5982.0,0.0,5 years
48606,21000,21000.0,13.67,36,debt_consolidation,11.42%,SC,MORTGAGE,10700.0,712.0,12.0,16830.0,2.0,2 years
21688,5000,5000.0,17.14,60,car,4.17%,WI,MORTGAGE,3000.0,682.0,4.0,760.0,1.0,10+ years
77606,14400,14400.0,10.16,36,debt_consolidation,28.54%,MD,MORTGAGE,5083.33,707.0,12.0,4292.0,0.0,9 years
65358,13600,13600.0,13.11,36,debt_consolidation,20.37%,HI,RENT,3666.67,682.0,14.0,20411.0,0.0,4 years
6908,7500,7400.0,7.74,36,debt_consolidation,7.72%,NJ,OWN,10000.0,777.0,14.0,5195.0,1.0,3 years
90491,18000,17975.0,19.05,36,moving,33.23%,GA,MORTGAGE,5416.67,687.0,10.0,15626.0,1.0,10+ years
10594,15000,10765.99,7.88,36,credit_card,3.90%,OH,RENT,10000.0,757.0,8.0,6055.0,2.0,5 years
49772,4800,4800.0,12.12,36,other,16.94%,MD,RENT,4800.0,682.0,7.0,2770.0,0.0,< 1 year
75838,10000,10000.0,13.11,36,debt_consolidation,26.87%,CO,RENT,3166.67,682.0,6.0,7271.0,0.0,7 years
47896,26500,26450.0,18.25,60,debt_consolidation,3.67%,WA,RENT,4416.67,722.0,3.0,7628.0,1.0,3 years
6011,15800,15450.0,11.14,36,debt_consolidation,21.88%,OK,OWN,8333.33,747.0,7.0,29860.0,0.0,< 1 year
58595,20000,20000.0,8.9,36,debt_consolidation,3.18%,NC,MORTGAGE,17500.0,737.0,6.0,28579.0,2.0,8 years
54201,7000,7000.0,15.31,36,credit_card,14.74%,TX,RENT,12208.33,687.0,22.0,25181.0,3.0,10+ years
50633,24000,24000.0,7.62,36,home_improvement,14.22%,OK,MORTGAGE,6833.33,762.0,8.0,11058.0,0.0,10+ years
59083,12000,12000.0,14.65,36,debt_consolidation,11.39%,AR,RENT,8333.33,687.0,14.0,19696.0,2.0,6 years
101795,10000,550.0,10.59,36,debt_consolidation,10.22%,IN,RENT,2083.33,687.0,4.0,6552.0,4.0,< 1 year
27048,23000,22975.0,11.99,36,credit_card,20.81%,LA,MORTGAGE,7000.0,727.0,10.0,21598.0,3.0,10+ years
23087,14000,13975.0,17.51,60,home_improvement,16.44%,NH,OWN,4666.67,697.0,11.0,10948.0,3.0,10+ years
84582,18000,17975.0,18.75,60,debt_consolidation,23.34%,TX,MORTGAGE,5416.67,697.0,10.0,14744.0,2.0,2 years
85509,7000,7000.0,10.16,36,other,24.01%,CA,MORTGAGE,10250.0,707.0,15.0,43306.0,0.0,2 years
34695,12700,12700.0,7.9,60,home_improvement,19.47%,PA,MORTGAGE,5833.33,777.0,12.0,14787.0,0.0,10+ years
14152,12000,11975.0,13.98,60,credit_card,18.41%,CA,MORTGAGE,4666.67,702.0,14.0,13616.0,0.0,8 years
82435,4500,4475.0,11.14,36,other,34.74%,WA,RENT,2700.0,692.0,13.0,6747.0,0.0,10+ years
7254,1000,1000.0,7.88,36,moving,17.15%,NY,RENT,6000.0,717.0,11.0,23572.0,1.0,3 years
49690,1000,1000.0,15.81,36,home_improvement,24.40%,MD,OWN,3000.0,667.0,5.0,3430.0,1.0,3 years
67383,10550,10525.0,12.12,36,debt_consolidation,18.75%,NJ,RENT,5583.33,687.0,7.0,9533.0,0.0,10+ years
72091,17825,17825.0,14.09,36,debt_consolidation,18.85%,TX,MORTGAGE,6250.0,692.0,12.0,27554.0,0.0,10+ years
83505,10750,10750.0,14.09,36,other,26.14%,OH,RENT,2666.67,722.0,3.0,9800.0,0.0,8 years
55812,13600,13600.0,7.9,36,home_improvement,12.61%,CA,MORTGAGE,6250.0,742.0,7.0,14524.0,0.0,n/a
80906,20000,20000.0,22.47,60,debt_consolidation,23.94%,WA,MORTGAGE,7000.0,672.0,8.0,19537.0,1.0,10+ years
88495,10050,10050.0,14.33,36,debt_consolidation,24.59%,MT,MORTGAGE,2500.0,687.0,9.0,10421.0,0.0,7 years
42455,30000,30000.0,8.9,36,debt_consolidation,26.65%,CA,RENT,6666.67,742.0,7.0,10472.0,0.0,< 1 year
63971,27575,27575.0,17.27,36,credit_card,33.47%,PA,MORTGAGE,5750.0,702.0,21.0,24705.0,2.0,n/a
92524,14675,14625.0,13.11,36,debt_consolidation,19.20%,MA,MORTGAGE,4416.67,697.0,16.0,17930.0,2.0,10+ years
79400,10000,10000.0,14.09,36,debt_consolidation,17.79%,CA,RENT,3333.33,677.0,9.0,10525.0,0.0,10+ years
65957,7275,7275.0,7.9,36,debt_consolidation,25.41%,CA,RENT,7000.0,722.0,13.0,8532.0,0.0,4 years
88526,4200,4200.0,17.27,36,credit_card,14.78%,AK,RENT,2083.33,662.0,7.0,3690.0,0.0,< 1 year
104012,25000,24288.45,11.86,36,debt_consolidation,7.43%,TX,MORTGAGE,5250.0,732.0,9.0,18318.0,4.0,10+ years
30929,13500,13500.0,19.69,60,debt_consolidation,15.08%,DC,RENT,2666.67,667.0,6.0,13341.0,1.0,10+ years
101002,2200,2200.0,15.31,36,debt_consolidation,28.84%,CA,RENT,4750.0,677.0,13.0,26552.0,0.0,n/a
54710,20000,20000.0,13.99,36,debt_consolidation,9.57%,CA,RENT,3750.0,702.0,13.0,9775.0,1.0,10+ years
50817,14000,14000.0,13.11,36,credit_card,16.78%,CA,RENT,5500.0,682.0,10.0,4919.0,0.0,7 years
88361,12000,12000.0,6.62,36,credit_card,10.86%,WA,RENT,12500.0,732.0,12.0,15445.0,0.0,3 years
